prompt_id,prompt_updated_at,anthropic_evaluated_at,deepseek_evaluated_at,openai_evaluated_at
MCP-S2-0006,2026-02-02T22:26:06.056687+00:00,2026-01-30T08:12:45.812781+00:00,2026-01-30T08:13:02.810476+00:00,2026-01-29T17:04:39.456078+00:00
MCP-S2-0009,2026-02-02T22:26:06.056687+00:00,2026-01-30T07:55:58.949477+00:00,2026-01-30T07:55:36.295649+00:00,2026-01-30T07:46:25.736970+00:00
MCP-S2-0010,2026-02-02T22:26:06.056687+00:00,2026-01-30T07:57:11.303051+00:00,2026-01-30T07:59:28.662635+00:00,2026-01-30T07:47:29.088072+00:00
MCP-S2-0011,2026-02-02T22:26:06.056687+00:00,2026-01-30T07:56:45.594399+00:00,2026-01-30T07:57:57.241927+00:00,2026-01-30T07:48:43.507870+00:00
MCP-S2-0012,2026-02-02T22:26:06.056687+00:00,2026-02-02T17:50:36.443594+00:00,2026-02-02T18:35:33.359553+00:00,2026-02-02T18:05:43.225480+00:00
MCP-S2-0013,2026-02-02T22:26:06.056687+00:00,2026-01-30T23:03:07.203420+00:00,2026-01-30T23:03:46.103496+00:00,2026-01-30T20:07:42.480876+00:00
MCP-S2-0014,2026-02-02T22:26:06.056687+00:00,2026-01-30T23:03:53.235461+00:00,2026-01-30T23:05:20.330801+00:00,2026-01-30T20:08:59.282893+00:00
MCP-S4-0002,2026-02-02T22:26:06.056687+00:00,2026-01-27T12:21:36.154214+00:00,2026-01-27T12:06:16.923958+00:00,2026-01-23T14:04:46.703248+00:00
MCP-S4-0003,2026-02-02T22:26:06.056687+00:00,2026-01-27T12:15:00.446096+00:00,2026-01-28T13:48:29.852286+00:00,2026-01-23T14:16:29.552815+00:00
MCP-S4-0004,2026-02-02T22:26:06.056687+00:00,2026-01-27T11:52:03.254495+00:00,2026-01-27T12:10:37.646237+00:00,2026-01-23T14:34:00.579708+00:00
MCP-S4-0005,2026-02-02T22:26:06.056687+00:00,2026-01-28T16:16:19.240258+00:00,2026-01-28T15:59:46.030057+00:00,2026-01-28T12:31:02.816859+00:00
MCP-S4-0006,2026-02-02T22:26:06.056687+00:00,2026-01-28T16:00:16.083803+00:00,2026-01-28T16:15:51.341583+00:00,2026-01-28T12:38:07.347120+00:00
MCP-S4-0007,2026-02-02T22:26:06.056687+00:00,2026-01-28T15:58:22.438628+00:00,2026-01-28T15:50:59.818456+00:00,2026-01-28T12:36:42.030854+00:00
MCP-S4-0008,2026-02-02T22:26:06.056687+00:00,2026-01-28T07:02:06.366794+00:00,2026-01-28T05:55:34.423592+00:00,2026-01-27T10:53:23.367182+00:00
MCP-S4-0009,2026-02-02T22:26:06.056687+00:00,2026-01-28T15:54:15.811103+00:00,2026-01-28T15:53:46.105650+00:00,2026-01-28T15:37:16.546028+00:00
MCP-S4-0010,2026-02-02T22:26:06.056687+00:00,2026-01-29T10:20:19.333469+00:00,2026-01-29T10:17:56.976001+00:00,2026-01-29T10:03:26.536494+00:00
MCP-S4-0011,2026-02-02T22:26:06.056687+00:00,2026-01-29T16:42:10.952480+00:00,2026-01-29T16:42:51.587786+00:00,2026-01-29T16:40:00.784751+00:00
MCP-S4-0012,2026-02-02T22:26:06.056687+00:00,2026-01-29T19:29:38.970064+00:00,2026-01-29T19:07:48.176048+00:00,2026-01-29T18:45:04.464024+00:00
MCP-S4-0013,2026-02-02T22:26:06.056687+00:00,2026-01-31T10:05:52.588446+00:00,2026-01-31T10:06:19.916543+00:00,2026-01-31T10:08:06.593132+00:00
MCP-S4-0014,2026-02-02T22:26:06.056687+00:00,2026-01-29T19:19:31.473185+00:00,2026-01-29T18:35:03.211669+00:00,2026-01-29T16:13:32.505373+00:00
MCP-S4-0015,2026-02-02T22:26:06.056687+00:00,2026-01-29T15:17:24.123891+00:00,2026-01-29T15:14:00.507712+00:00,2026-01-29T14:52:42.822141+00:00
MCP-S4-0017,2026-02-02T22:26:06.056687+00:00,2026-01-29T15:18:49.763860+00:00,2026-01-29T15:20:28.317001+00:00,2026-01-29T14:54:21.841599+00:00
MCP-S4-0018,2026-02-02T22:26:06.056687+00:00,2026-01-29T15:11:12.948210+00:00,2026-01-29T15:13:57.042172+00:00,2026-01-29T14:54:56.843460+00:00
MCP-S4-0019,2026-02-02T22:26:06.056687+00:00,2026-01-29T15:24:23.743632+00:00,2026-01-29T15:18:39.825126+00:00,2026-01-29T14:55:49.736295+00:00
MCP-S4-0020,2026-02-02T22:26:06.056687+00:00,2026-01-29T15:19:13.372348+00:00,2026-01-29T15:25:50.976335+00:00,2026-01-29T14:56:08.331541+00:00
MCP-S4-0021,2026-02-02T22:26:06.056687+00:00,2026-01-29T15:20:05.466711+00:00,2026-01-29T15:17:33.038758+00:00,2026-01-29T14:56:20.395997+00:00
MCP-S4-0022,2026-02-02T22:26:06.056687+00:00,2026-01-29T15:15:37.384462+00:00,2026-01-29T15:16:27.454212+00:00,2026-01-29T14:55:27.139933+00:00
MCP-S4-0025,2026-02-02T22:26:06.056687+00:00,2026-02-02T18:39:24.186695+00:00,2026-02-02T18:38:54.067766+00:00,2026-02-02T18:45:54.689884+00:00
MCP-S4-0026,2026-02-02T22:26:06.056687+00:00,2026-01-28T14:22:58.882705+00:00,2026-01-28T14:19:03.197790+00:00,2026-01-23T13:28:07.884391+00:00
MCP-S4-0027,2026-02-02T22:26:06.056687+00:00,2026-01-28T14:14:35.599976+00:00,2026-01-28T14:12:05.602168+00:00,2026-01-21T08:20:35.448156+00:00
MCP-S4-0028,2026-02-02T22:26:06.056687+00:00,2026-01-28T18:03:53.731067+00:00,2026-01-28T18:01:29.619467+00:00,2026-01-28T03:47:49.004225+00:00
MCP-S4-0029,2026-02-02T22:26:06.056687+00:00,2026-01-29T18:16:58.674965+00:00,2026-01-29T18:15:32.083370+00:00,2026-01-29T18:30:07.353982+00:00
MCP-S4-0030,2026-02-02T22:26:06.056687+00:00,2026-01-29T20:09:05.726691+00:00,2026-01-29T20:10:12.069622+00:00,2026-01-29T18:37:40.342709+00:00
MCP-S4-0031,2026-02-02T22:26:06.056687+00:00,2026-01-29T19:44:59.693427+00:00,2026-01-29T20:01:18.938325+00:00,2026-01-29T18:40:48.952048+00:00
MCP-S4-0032,2026-02-02T22:26:06.056687+00:00,2026-01-28T20:19:16.566567+00:00,2026-01-28T20:09:25.800001+00:00,2026-01-28T19:48:08.164486+00:00
MCP-S4-0033,2026-02-02T22:26:06.056687+00:00,2026-01-29T17:15:47.938455+00:00,2026-01-29T17:15:50.619625+00:00,2026-01-29T17:13:46.592363+00:00
MCP-S4-0034,2026-02-02T22:26:06.056687+00:00,2026-01-30T07:58:19.990239+00:00,2026-01-30T07:59:30.314612+00:00,2026-01-29T11:08:03.269696+00:00
MCP-S4-0035,2026-02-02T22:26:06.056687+00:00,2026-01-30T08:00:51.114677+00:00,2026-01-30T08:01:34.006818+00:00,2026-01-29T11:09:26.587679+00:00
MCP-S4-0036,2026-02-02T22:26:06.056687+00:00,2026-01-30T07:54:34.919948+00:00,2026-01-30T07:56:23.006866+00:00,2026-01-30T07:52:51.409359+00:00
MCP-S4-0037,2026-02-02T22:26:06.056687+00:00,2026-01-30T07:57:53.874386+00:00,2026-01-30T07:56:53.908169+00:00,2026-01-30T07:54:09.928984+00:00
MCP-S4-0038,2026-02-02T22:26:06.056687+00:00,2026-01-30T08:02:41.189317+00:00,2026-01-30T08:02:22.650672+00:00,2026-01-29T09:47:14.478326+00:00
MCP-S4-0039,2026-02-02T22:26:06.056687+00:00,2026-01-29T18:41:31.901362+00:00,2026-01-29T18:30:09.549114+00:00,2026-01-29T17:40:49.490364+00:00
MCP-S4-0040,2026-02-02T22:26:06.056687+00:00,2026-01-30T07:59:47.216786+00:00,2026-01-30T08:00:28.024535+00:00,2026-01-30T07:57:30.643741+00:00
MCP-S4-0041,2026-02-02T22:26:06.056687+00:00,2026-01-29T18:14:19.027794+00:00,2026-01-29T18:11:14.905950+00:00,2026-01-29T17:23:10.397290+00:00
MCP-S4-0042,2026-02-02T22:26:06.056687+00:00,2026-01-29T18:15:17.384449+00:00,2026-01-29T18:15:45.353081+00:00,2026-01-29T17:32:16.762617+00:00
MCP-S4-0043,2026-02-02T22:26:06.056687+00:00,2026-01-30T05:31:24.037940+00:00,2026-01-30T05:31:50.731287+00:00,2026-01-30T05:30:28.691725+00:00
MCP-S4-0044,2026-02-02T22:26:06.056687+00:00,2026-01-29T18:18:24.904963+00:00,2026-01-29T18:18:56.622349+00:00,2026-01-29T17:25:27.342013+00:00
MCP-S4-0045,2026-02-02T22:26:06.056687+00:00,2026-01-29T18:03:38.051192+00:00,2026-01-29T18:23:07.811858+00:00,2026-01-29T17:41:14.287469+00:00
MCP-S4-0046,2026-02-02T22:26:06.056687+00:00,2026-01-29T18:20:19.220745+00:00,2026-01-29T18:24:01.111423+00:00,2026-01-29T17:43:50.023440+00:00
MCP-S4-0047,2026-02-02T22:26:06.056687+00:00,2026-01-30T12:50:10.753649+00:00,2026-01-30T13:00:44.220117+00:00,2026-01-30T11:24:12.797513+00:00
MCP-S4-0048,2026-02-02T22:26:06.056687+00:00,2026-01-30T12:55:04.497938+00:00,2026-01-30T12:56:23.230847+00:00,2026-01-30T11:23:50.888517+00:00
MCP-S4-0049,2026-02-02T22:26:06.056687+00:00,2026-01-30T12:45:33.165716+00:00,2026-01-30T12:53:56.717867+00:00,2026-01-30T11:20:49.629395+00:00
MCP-S4-0051,2026-02-02T22:26:06.056687+00:00,2026-01-30T12:48:09.996843+00:00,2026-01-30T13:05:51.957131+00:00,2026-01-30T11:20:30.773052+00:00
MCP-S4-0052,2026-02-02T22:26:06.056687+00:00,2026-01-30T12:13:25.894622+00:00,2026-01-30T12:02:36.685531+00:00,2026-01-30T09:31:28.124334+00:00
MCP-S4-0053,2026-02-02T22:26:06.056687+00:00,2026-01-30T11:58:32.726447+00:00,2026-01-30T12:08:31.639577+00:00,2026-01-30T10:05:50.033024+00:00
MCP-S4-0054,2026-02-02T22:26:06.056687+00:00,2026-01-30T12:09:05.569756+00:00,2026-01-30T12:01:56.436386+00:00,2026-01-30T09:38:05.878529+00:00
MCP-S4-0055,2026-02-02T22:26:06.056687+00:00,2026-01-30T11:59:13.270584+00:00,2026-01-30T11:58:22.221993+00:00,2026-01-30T09:43:31.063122+00:00
MCP-S4-0056,2026-02-02T22:26:06.056687+00:00,2026-02-02T17:52:50.946172+00:00,2026-02-02T18:42:24.986356+00:00,2026-02-02T17:52:29.639732+00:00
MCP-S4-0058,2026-02-02T22:26:06.056687+00:00,2026-02-02T18:41:22.298955+00:00,2026-02-02T18:47:55.365890+00:00,2026-02-02T18:37:38.907625+00:00
MCP-S4-0059,2026-02-02T22:26:06.056687+00:00,2026-01-30T14:32:59.992266+00:00,2026-01-30T14:32:34.776040+00:00,2026-01-30T09:40:12.073408+00:00
MCP-S4-0060,2026-02-02T22:26:06.056687+00:00,2026-01-30T14:38:40.581382+00:00,2026-01-30T14:34:53.646249+00:00,2026-01-30T12:32:02.653127+00:00
MCP-S4-0061,2026-02-02T22:26:06.056687+00:00,2026-02-02T18:41:46.230203+00:00,2026-02-02T18:38:12.578891+00:00,2026-02-02T18:06:55.610465+00:00
MCP-S4-0062,2026-02-02T22:26:06.056687+00:00,2026-02-02T18:45:25.141230+00:00,2026-02-02T18:45:04.832495+00:00,2026-02-02T18:44:43.573823+00:00
MCP-S4-0063,2026-02-02T22:26:06.056687+00:00,2026-02-02T18:46:13.451218+00:00,2026-02-02T17:54:22.394596+00:00,2026-02-02T17:53:35.114169+00:00
MCP-S4-0064,2026-02-02T22:26:06.056687+00:00,2026-02-02T18:38:33.937557+00:00,2026-02-02T18:07:18.020753+00:00,2026-02-02T18:43:47.146932+00:00
MCP-S4-0065,2026-02-02T22:26:06.056687+00:00,2026-02-02T18:08:08.539787+00:00,2026-02-02T18:07:47.665054+00:00,2026-02-02T18:36:13.173263+00:00
MCP-S4-0066,2026-02-02T22:26:06.056687+00:00,2026-02-02T18:47:12.617105+00:00,2026-02-02T17:55:15.072587+00:00,2026-02-02T18:46:49.527703+00:00
MCP-S4-0067,2026-02-02T22:26:06.056687+00:00,2026-02-02T18:36:44.665268+00:00,2026-02-02T18:48:39.072759+00:00,2026-02-02T18:08:40.796845+00:00
MCP-S4-0068,2026-02-02T22:26:06.056687+00:00,2026-01-30T20:09:46.598892+00:00,2026-01-30T20:07:57.162030+00:00,2026-01-30T20:06:33.148871+00:00
MCP-S4-0069,2026-02-02T22:26:06.056687+00:00,2026-01-30T19:03:14.686050+00:00,2026-01-30T19:06:34.381881+00:00,2026-01-30T18:58:47.798980+00:00
MCP-S4-0070,2026-02-02T22:26:06.056687+00:00,2026-01-30T19:32:31.623290+00:00,2026-01-30T19:33:27.126743+00:00,2026-01-30T19:10:04.427641+00:00
MCP-S4-0072,2026-02-02T22:26:06.056687+00:00,2026-01-30T20:07:56.831588+00:00,2026-01-30T19:51:29.527472+00:00,2026-01-30T19:38:34.698661+00:00
MCP-S4-0074,2026-02-02T22:26:06.056687+00:00,2026-01-30T20:09:25.068696+00:00,2026-01-30T19:47:51.578352+00:00,2026-01-30T19:53:50.617116+00:00
MCP-S4-0075,2026-02-02T22:26:06.056687+00:00,2026-01-30T21:08:48.922859+00:00,2026-01-30T21:09:23.406227+00:00,2026-01-28T04:02:45.322845+00:00
MCP-S4-0076,2026-02-02T22:26:06.056687+00:00,2026-01-30T12:15:59.577503+00:00,2026-01-30T12:22:03.052508+00:00,2026-01-30T11:19:27.796318+00:00
MCP-S4-0078,2026-02-02T22:26:06.056687+00:00,2026-01-30T11:56:57.061589+00:00,2026-01-30T12:03:52.466367+00:00,2026-01-30T11:10:09.422730+00:00
MCP-S4-0079,2026-02-02T22:26:06.056687+00:00,2026-01-30T21:15:35.174725+00:00,2026-01-30T20:11:35.230528+00:00,2026-01-30T13:13:04.547012+00:00
MCP-S4-0080,2026-02-02T22:26:06.056687+00:00,2026-01-30T13:57:29.503370+00:00,2026-01-30T13:57:45.680838+00:00,2026-01-30T13:55:59.224461+00:00
MCP-S4-0081,2026-02-02T22:26:06.056687+00:00,2026-01-30T20:17:14.765417+00:00,2026-01-30T20:26:44.762258+00:00,2026-01-30T20:14:11.593406+00:00
MCP-S4-0082,2026-02-02T22:26:06.056687+00:00,2026-02-02T18:15:25.618053+00:00,2026-02-02T18:48:32.629153+00:00,2026-02-02T18:48:53.220484+00:00
MCP-S4-0083,2026-02-02T22:26:06.056687+00:00,2026-01-30T21:56:10.075808+00:00,2026-01-30T21:25:21.404366+00:00,2026-01-29T19:41:52.548028+00:00
MCP-S4-0084,2026-02-02T22:26:06.056687+00:00,2026-01-30T21:27:06.745660+00:00,2026-01-30T21:08:22.925541+00:00,2026-01-28T04:02:31.099562+00:00
MCP-S4-0085,2026-02-02T22:26:06.056687+00:00,2026-02-02T17:58:59.068681+00:00,2026-02-02T18:44:33.789666+00:00,2026-02-02T18:44:13.874929+00:00
MCP-S4-0086,2026-02-02T22:26:06.056687+00:00,2026-02-02T18:44:54.269933+00:00,2026-02-02T18:15:49.144539+00:00,2026-02-02T17:59:16.383133+00:00
MCP-S4-0087,2026-02-02T22:26:06.056687+00:00,2026-01-30T21:15:56.337760+00:00,2026-01-30T21:44:25.007040+00:00,2026-01-30T11:50:17.361559+00:00
MCP-S4-0088,2026-02-02T22:26:06.056687+00:00,2026-01-31T05:02:49.634850+00:00,2026-01-31T05:03:15.544136+00:00,2026-01-31T04:46:09.145573+00:00
MCP-S4-0089,2026-02-02T22:26:06.056687+00:00,2026-02-02T18:50:28.336052+00:00,2026-02-02T18:50:06.602286+00:00,2026-02-02T18:00:06.446054+00:00
MCP-S4-0090,2026-02-02T22:26:06.056687+00:00,2026-01-31T05:04:04.935150+00:00,2026-01-31T05:02:26.790847+00:00,2026-01-31T04:43:55.635280+00:00
MCP-S4-0091,2026-02-02T22:26:06.056687+00:00,2026-02-02T18:37:12.925086+00:00,2026-02-02T18:00:42.236346+00:00,2026-02-02T18:16:26.411804+00:00
MCP-S5-0002,2026-02-02T22:26:06.056687+00:00,2026-02-02T18:56:53.252500+00:00,2026-02-02T18:56:37.797486+00:00,2026-02-02T18:50:40.468718+00:00
MCP-S5-0003,2026-02-02T22:26:06.056687+00:00,2026-01-29T10:43:25.742473+00:00,2026-01-29T10:42:50.889758+00:00,2026-01-29T09:25:47.120656+00:00
MCP-S5-0004,2026-02-02T22:26:06.056687+00:00,2026-01-29T19:31:39.600476+00:00,2026-01-29T19:41:08.866137+00:00,2026-01-29T19:22:35.974574+00:00
MCP-S5-0005,2026-02-02T22:26:06.056687+00:00,2026-01-29T19:42:14.898543+00:00,2026-01-29T19:25:46.618923+00:00,2026-01-29T19:07:41.454153+00:00
MCP-S5-0006,2026-02-02T22:26:06.056687+00:00,2026-01-29T03:13:23.182097+00:00,2026-01-29T03:10:24.228153+00:00,2026-01-28T20:14:27.947747+00:00
MCP-S5-0007,2026-02-02T22:26:06.056687+00:00,2026-01-29T15:45:03.559878+00:00,2026-01-29T15:55:03.494070+00:00,2026-01-29T14:39:38.075910+00:00
MCP-S5-0008,2026-02-02T22:26:06.056687+00:00,2026-01-30T21:15:36.261763+00:00,2026-01-30T21:16:09.455102+00:00,2026-01-30T21:14:50.268195+00:00
MCP-S5-0009,2026-02-02T22:26:06.056687+00:00,2026-01-30T13:49:02.829212+00:00,2026-01-30T13:53:16.485878+00:00,2026-01-30T14:08:03.374940+00:00
MCP-S5-0010,2026-02-02T22:26:06.056687+00:00,2026-02-02T20:43:51.543949+00:00,2026-02-02T20:44:37.313157+00:00,2026-02-02T20:34:02.814960+00:00
MCP-S6-0002,2026-02-02T22:26:06.056687+00:00,2026-01-31T10:08:21.544833+00:00,2026-01-31T10:09:15.294003+00:00,2026-01-31T10:15:39.959727+00:00
MCP-S6-0003,2026-02-02T22:26:06.056687+00:00,2026-01-30T23:22:03.320080+00:00,2026-01-30T23:14:26.989625+00:00,2026-01-30T22:36:57.227875+00:00
MCP-S7-0004,2026-02-02T22:26:06.056687+00:00,2026-01-30T13:15:24.729357+00:00,2026-01-30T13:15:06.171401+00:00,2026-01-30T13:09:37.802544+00:00
MCP-U1-0002,2026-02-02T22:26:06.056687+00:00,2026-01-28T07:25:46.296270+00:00,2026-01-28T06:37:02.501645+00:00,2026-01-25T01:45:32.695823+00:00
MCP-U1-0003,2026-02-02T22:26:06.056687+00:00,2026-01-28T07:36:02.806610+00:00,2026-01-28T06:31:12.240838+00:00,2026-01-25T02:44:26.057612+00:00
MCP-U1-0004,2026-02-02T22:26:06.056687+00:00,2026-01-27T12:45:05.248796+00:00,2026-01-27T12:33:16.694656+00:00,2026-01-23T10:28:59.037627+00:00
MCP-U1-0005,2026-02-02T22:26:06.056687+00:00,2026-01-27T12:24:40.949327+00:00,2026-01-27T12:20:45.916207+00:00,2026-01-23T11:04:30.429146+00:00
MCP-U1-0006,2026-02-02T22:26:06.056687+00:00,2026-01-27T12:42:56.941839+00:00,2026-01-28T12:50:48.979055+00:00,2026-01-23T11:07:01.502980+00:00
MCP-U1-0007,2026-02-02T22:26:06.056687+00:00,2026-01-28T07:47:35.171088+00:00,2026-01-28T07:48:06.520994+00:00,2026-01-25T03:59:57.129658+00:00
MCP-U1-0008,2026-02-02T22:26:06.056687+00:00,2026-01-28T06:37:58.329089+00:00,2026-01-28T06:38:33.163359+00:00,2026-01-25T04:38:43.465230+00:00
MCP-U1-0009,2026-02-02T22:26:06.056687+00:00,2026-01-28T07:43:00.212526+00:00,2026-01-28T07:42:51.503588+00:00,2026-01-25T04:40:05.916621+00:00
MCP-U1-0010,2026-02-02T22:26:06.056687+00:00,2026-01-28T20:19:40.492969+00:00,2026-01-28T19:45:21.086153+00:00,2026-01-28T17:56:02.771775+00:00
MCP-U1-0011,2026-02-02T22:26:06.056687+00:00,2026-01-28T20:03:50.226176+00:00,2026-01-28T20:02:26.783130+00:00,2026-01-28T18:18:33.713485+00:00
MCP-U1-0012,2026-02-02T22:26:06.056687+00:00,2026-01-28T19:51:47.514150+00:00,2026-01-28T20:12:04.058449+00:00,2026-01-28T17:57:25.450587+00:00
MCP-U1-0013,2026-02-02T22:26:06.056687+00:00,2026-01-28T07:10:58.016738+00:00,2026-01-28T07:55:46.097473+00:00,2026-01-25T05:46:00.221471+00:00
MCP-U1-0014,2026-02-02T22:26:06.056687+00:00,2026-01-28T19:28:53.934947+00:00,2026-01-28T19:56:33.954307+00:00,2026-01-28T17:44:53.442240+00:00
MCP-U1-0015,2026-02-02T22:26:06.056687+00:00,2026-01-28T19:54:34.062576+00:00,2026-01-28T19:53:57.820873+00:00,2026-01-28T17:49:41.658063+00:00
MCP-U1-0016,2026-02-02T22:26:06.056687+00:00,2026-01-28T19:31:29.275897+00:00,2026-01-28T20:09:53.475747+00:00,2026-01-28T17:55:52.280484+00:00
MCP-U1-0017,2026-02-02T22:26:06.056687+00:00,2026-02-02T18:39:17.210438+00:00,2026-02-02T18:59:35.355833+00:00,2026-02-02T18:38:54.293991+00:00
MCP-U1-0018,2026-02-02T22:26:06.056687+00:00,2026-01-28T06:06:37.877878+00:00,2026-01-28T06:05:03.015405+00:00,2026-01-27T15:25:27.076853+00:00
MCP-U1-0019,2026-02-02T22:26:06.056687+00:00,2026-01-28T05:50:55.102615+00:00,2026-01-28T07:07:07.974515+00:00,2026-01-27T12:04:09.891856+00:00
MCP-U1-0020,2026-02-02T22:26:06.056687+00:00,2026-01-28T05:54:36.788679+00:00,2026-01-28T06:57:33.086832+00:00,2026-01-27T13:00:58.447958+00:00
MCP-U1-0021,2026-02-02T22:26:06.056687+00:00,2026-01-28T06:09:36.319587+00:00,2026-01-28T06:00:49.918697+00:00,2026-01-27T12:28:39.650447+00:00
MCP-U1-0022,2026-02-02T22:26:06.056687+00:00,2026-01-29T10:18:17.579385+00:00,2026-01-29T10:32:24.925310+00:00,2026-01-29T09:24:58.087279+00:00
MCP-U1-0023,2026-02-02T22:26:06.056687+00:00,2026-01-29T10:23:39.039589+00:00,2026-01-29T10:32:32.086871+00:00,2026-01-29T09:36:38.651901+00:00
MCP-U1-0024,2026-02-02T22:26:06.056687+00:00,2026-01-29T13:56:54.745872+00:00,2026-01-29T13:57:24.806107+00:00,2026-01-29T13:55:22.397728+00:00
MCP-U1-0025,2026-02-02T22:26:06.056687+00:00,2026-01-29T20:11:05.011132+00:00,2026-01-29T20:10:25.432800+00:00,2026-01-27T16:49:23.006911+00:00
MCP-U1-0026,2026-02-02T22:26:06.056687+00:00,2026-01-29T20:10:59.055211+00:00,2026-01-29T20:13:47.011823+00:00,2026-01-27T16:51:58.937151+00:00
MCP-U1-0027,2026-02-02T22:26:06.056687+00:00,2026-02-02T18:16:55.435483+00:00,2026-02-02T19:00:16.561438+00:00,2026-02-02T18:01:00.711921+00:00
MCP-U1-0028,2026-02-02T22:26:06.056687+00:00,2026-01-29T02:53:37.974267+00:00,2026-01-29T02:44:18.370561+00:00,2026-01-28T19:37:15.108753+00:00
MCP-U1-0029,2026-02-02T22:26:06.056687+00:00,2026-01-29T02:45:00.758900+00:00,2026-01-29T02:59:39.429218+00:00,2026-01-28T19:58:18.420661+00:00
MCP-U1-0030,2026-02-02T22:26:06.056687+00:00,2026-01-29T03:56:44.789711+00:00,2026-01-29T19:05:21.837855+00:00,2026-01-25T02:06:53.425298+00:00
MCP-U1-0031,2026-02-02T22:26:06.056687+00:00,2026-01-29T02:57:04.277401+00:00,2026-01-29T02:49:22.140987+00:00,2026-01-28T19:32:35.263868+00:00
MCP-U1-0032,2026-02-02T22:26:06.056687+00:00,2026-01-29T02:54:06.012066+00:00,2026-01-29T03:02:12.770454+00:00,2026-01-28T19:46:32.270189+00:00
MCP-U1-0033,2026-02-02T22:26:06.056687+00:00,2026-01-29T19:31:14.848434+00:00,2026-01-29T19:30:47.163404+00:00,2026-01-29T18:13:04.018348+00:00
MCP-U1-0034,2026-02-02T22:26:06.056687+00:00,2026-01-29T19:26:18.476572+00:00,2026-01-29T20:02:18.954461+00:00,2026-01-29T18:15:50.706117+00:00
MCP-U1-0035,2026-02-02T22:26:06.056687+00:00,2026-01-29T19:46:07.232587+00:00,2026-01-29T20:06:15.911076+00:00,2026-01-29T19:39:39.532496+00:00
MCP-U1-0036,2026-02-02T22:26:06.056687+00:00,2026-01-28T20:26:20.056187+00:00,2026-01-28T20:26:20.047463+00:00,2026-01-28T20:18:25.497324+00:00
MCP-U1-0037,2026-02-02T22:26:06.056687+00:00,2026-02-02T18:59:33.742609+00:00,2026-02-02T18:59:14.672667+00:00,2026-02-02T19:00:35.497547+00:00
MCP-U1-0038,2026-02-02T22:26:06.056687+00:00,2026-02-02T18:48:53.202608+00:00,2026-02-02T18:17:38.002891+00:00,2026-02-02T18:45:44.095848+00:00
MCP-U1-0039,2026-02-02T22:26:06.056687+00:00,2026-02-02T19:00:19.069314+00:00,2026-02-02T18:59:56.347545+00:00,2026-02-02T18:39:52.742815+00:00
MCP-U1-0041,2026-02-02T22:26:06.056687+00:00,2026-01-29T18:44:01.899384+00:00,2026-01-29T18:56:32.519686+00:00,2026-01-29T18:27:40.951480+00:00
MCP-U1-0042,2026-02-02T22:26:06.056687+00:00,2026-02-02T18:49:11.308112+00:00,2026-02-02T18:10:01.869625+00:00,2026-02-02T19:01:13.847249+00:00
MCP-U1-0043,2026-02-02T22:26:06.056687+00:00,2026-01-30T12:19:16.801407+00:00,2026-01-30T12:23:27.005187+00:00,2026-01-30T11:27:15.855474+00:00
MCP-U1-0044,2026-02-02T22:26:06.056687+00:00,2026-01-30T12:27:57.655824+00:00,2026-01-30T12:20:18.315519+00:00,2026-01-30T11:25:35.205242+00:00
MCP-U1-0045,2026-02-02T22:26:06.056687+00:00,2026-01-30T12:48:29.394534+00:00,2026-01-30T12:31:37.377417+00:00,2026-01-30T11:25:51.951015+00:00
MCP-U1-0046,2026-02-02T22:26:06.056687+00:00,2026-01-30T12:49:12.092620+00:00,2026-01-30T12:39:53.255715+00:00,2026-01-30T11:25:17.413654+00:00
MCP-U1-0047,2026-02-02T22:26:06.056687+00:00,2026-01-30T12:28:22.866737+00:00,2026-01-30T12:25:12.344686+00:00,2026-01-30T11:24:36.026592+00:00
MCP-U1-0048,2026-02-02T22:26:06.056687+00:00,2026-02-02T18:40:15.841927+00:00,2026-02-02T18:51:51.713893+00:00,2026-02-02T18:49:58.051029+00:00
MCP-U1-0049,2026-02-02T22:26:06.056687+00:00,2026-02-02T18:10:55.999740+00:00,2026-02-02T19:01:24.360179+00:00,2026-02-02T18:10:32.704637+00:00
MCP-U1-0050,2026-02-02T22:26:06.056687+00:00,2026-01-30T20:41:10.382677+00:00,2026-01-30T20:47:28.735811+00:00,2026-01-30T20:18:22.037368+00:00
MCP-U1-0051,2026-02-02T22:26:06.056687+00:00,2026-01-30T20:43:31.093537+00:00,2026-01-30T21:23:45.825992+00:00,2026-01-30T20:16:32.688414+00:00
MCP-U1-0052,2026-02-02T22:26:06.056687+00:00,2026-01-30T20:48:23.872387+00:00,2026-01-30T20:47:57.329699+00:00,2026-01-30T20:10:22.363851+00:00
MCP-U1-0053,2026-02-02T22:26:06.056687+00:00,2026-01-30T20:54:47.199269+00:00,2026-01-30T21:24:00.482363+00:00,2026-01-30T20:13:50.205339+00:00
MCP-U1-0054,2026-02-02T22:26:06.056687+00:00,2026-02-02T18:40:43.569684+00:00,2026-02-02T18:18:00.293269+00:00,2026-02-02T18:11:20.764079+00:00
MCP-U1-0055,2026-02-02T22:26:06.056687+00:00,2026-02-02T18:11:42.695808+00:00,2026-02-02T18:50:53.502032+00:00,2026-02-02T18:52:31.185432+00:00
MCP-U1-0056,2026-02-02T22:26:06.056687+00:00,2026-02-02T19:01:38.826559+00:00,2026-02-02T18:12:10.270748+00:00,2026-02-02T18:51:32.827355+00:00
